timestamp,y_true,yhat,lo,hi,horizon,train_end,split,resid,mu,sigma,z_resid,flag_z,flag_cusum
2019-01-01 23:00:00+00:00,23173.0,23790.72542163529,23215.76740854445,24365.68343472613,1,2019-01-01 22:00:00+00:00,dev,-617.7254216352885,,,,0,0
2019-01-02 23:00:00+00:00,27054.0,27211.93926190304,26628.162534265703,27795.71598954037,1,2019-01-02 22:00:00+00:00,dev,-157.93926190304046,,,,0,0
2019-01-03 23:00:00+00:00,27696.0,28093.89886110149,27512.380918103827,28675.41680409916,1,2019-01-03 22:00:00+00:00,dev,-397.8988611014902,,,,0,0
2019-01-04 23:00:00+00:00,28478.0,28391.617765834457,27812.5243679898,28970.711163679112,1,2019-01-04 22:00:00+00:00,dev,86.3822341655432,,,,0,0
2019-01-05 23:00:00+00:00,27158.0,27356.86901778081,26776.657777235272,27937.08025832634,1,2019-01-05 22:00:00+00:00,dev,-198.86901778080937,,,,0,0
2019-01-06 23:00:00+00:00,25922.0,26040.03012092294,25460.962573767,26619.097668078884,1,2019-01-06 22:00:00+00:00,dev,-118.03012092294011,,,,0,0
2019-01-07 23:00:00+00:00,28166.0,27998.49050284266,27417.233887861945,28579.74711782337,1,2019-01-07 22:00:00+00:00,dev,167.50949715734168,,,,0,0
2019-01-08 23:00:00+00:00,29440.0,29749.599498731644,29167.351314999432,30331.847682463856,1,2019-01-08 22:00:00+00:00,dev,-309.5994987316444,,,,0,0
2019-01-09 23:00:00+00:00,29047.0,29225.6973543151,28645.83252223713,29805.562186393065,1,2019-01-09 22:00:00+00:00,dev,-178.6973543150998,,,,0,0
2019-01-10 23:00:00+00:00,29765.0,29918.69400618353,29341.25143837086,30496.13657399621,1,2019-01-10 22:00:00+00:00,dev,-153.6940061835303,,,,0,0
2019-01-11 23:00:00+00:00,30469.0,30493.647660302024,29918.366105091984,31068.929215512064,1,2019-01-11 22:00:00+00:00,dev,-24.647660302023723,,,,0,0
2019-01-12 23:00:00+00:00,28241.0,28898.609678054432,28319.54651844767,29477.672837661197,1,2019-01-12 22:00:00+00:00,dev,-657.6096780544322,,,,0,0
2019-01-13 23:00:00+00:00,27731.0,27416.4512161074,26838.07213575591,27994.83029645889,1,2019-01-13 22:00:00+00:00,dev,314.5487838925983,,,,0,0
2019-01-14 23:00:00+00:00,29059.0,29262.407371675392,28674.10014808272,29850.714595268066,1,2019-01-14 22:00:00+00:00,dev,-203.40737167539191,,,,0,0
2019-01-15 23:00:00+00:00,29194.0,28992.43258714734,28406.07411563328,29578.791058661405,1,2019-01-15 22:00:00+00:00,dev,201.5674128526589,,,,0,0
